R,14,16
 ,15,16
D,16,16
L,17,16
L,18,16
L,19,16
L,20,16
L,21,16
L,22,16
L,23,16
 ,0,17
 ,1,17
 ,2,17
 ,3,17
 ,4,17
 ,5,17
 ,6,17
 ,7,17
 ,8,17
 ,9,17
 ,10,17
D,11,17
D,12,17
 ,13,17
 ,14,17
 ,15,17
 ,16,17
L,17,17
L,18,17
L,19,17
L,20,17
L,21,17
L,22,17
L,23,17
x,0,18
 ,1,18
 ,2,18
 ,3,18
 ,4,18
 ,5,18
D,6,18
 ,7,18
 ,8,18
H,9,18
H,10,18
H,11,18
H,12,18
H,13,18
H,14,18
 ,15,18
 ,16,18
 ,17,18
L,18,18
L,19,18
L,20,18
L,21,18
L,22,18
x,23,18
O,0,19
O,1,19
O,2,19
O,3,19
O,4,19
O,5,19
O,6,19
 ,7,19
 ,8,19
H,9,19
H,10,19
H,11,19
H,12,19
H,13,19
H,14,19
 ,15,19
 ,16,19
 ,17,19
 ,18,19
 ,19,19
 ,20,19
 ,21,19
 ,22,19
 ,23,19
O,0,20
O,1,20
O,2,20
O,3,20
O,4,20
O,5,20
O,6,20
 ,7,20
 ,8,20
H,9,20
H,10,20
H,11,20
H,12,20
H,13,20
H,14,20
D,15,20
 ,16,20
D,17,20
 ,18,20
 ,19,20
 ,20,20
 ,21,20
 ,22,20
x,23,20
O,0,21
O,1,21
O,2,21
O,3,21
O,4,21
O,5,21
O,6,21
 ,7,21
 ,8,21
H,9,21
H,10,21
H,11,21
H,12,21
H,13,21
H,14,21
 ,15,21
 ,16,21
S,17,21
S,18,21
S,19,21
S,20,21
S,21,21
S,22,21
S,23,21
O,0,22
O,1,22
O,2,22
O,3,22
O,4,22
O,5,22
O,6,22
 ,7,22
 ,8,22
H,9,22
H,10,22
H,11,22
H,12,22
H,13,22
H,14,22
 ,15,22
 ,16,22
S,17,22
S,18,22
S,19,22
S,20,22
S,21,22
S,22,22
S,23,22
O,0,23
O,1,23
O,2,23
O,3,23
O,4,23
O,5,23
O,6,23
 ,7,23
 ,8,23
H,9,23
H,10,23
H,11,23
H,12,23
H,13,23
H,14,23
 ,15,23
 ,16,23
S,17,23
S,18,23
S,19,23
S,20,23
S,21,23
S,22,23
S,23,23
O,0,24
O,1,24
O,2,24
O,3,24
O,4,24
O,5,24
x,6,24
 ,7,24
x,8,24
H,9,24
H,10,24
H,11,24
H,12,24
H,13,24
H,14,24
x,15,24
 ,16,24
x,17,24
S,18,24
S,19,24
S,20,24
S,21,24
S,22,24
S,23,24







